"file"	"tokens"	"date"	"bias"	"doc_num"	"Topic1"	"Topic2"	"Topic3"	"Topic4"	"Topic5"	"Topic6"	"Topic7"	"Topic8"	"Topic9"	"Topic10"	"Topic11"	"Topic12"	"Topic13"	"Topic"
"1"	"img_10606591490_10157709016391491.jpg"	"        art  illustration  poster  fiction  visual_arts  painting  symbol  graphic_design  drawing  graphics"	2138	-1	1	0.00291421321671259	0.00552463830967333	0.00529342303941511	0.0146564406838771	0.00704895035511309	0.0158519648475841	0.0241271943856134	0.0103261342802821	0.0193302192067184	0.0126354498277063	0.00750829358688347	0.8608411488655	0.0139419293949214	"Topic12"
"2"	"img_95475020353_10165433458770354.jpg"	"        audio_equipment  microphone  chin  forehead  coat  dress_shirt  collar  flag  outerwear  suit"	2118	1	2	0.788250439722097	0.00470607992664988	0.0318941715613148	0.0220245103411864	0.0359663666693962	0.0683947296420938	0.00805086639357134	0.000855270540230766	0.00395466955393704	0.00780682838018279	0.00640654187323996	0.00665395538816386	0.0150355700079359	"Topic1"
"3"	"img_10018702564_10154705572167565.jpg"	"        audio_equipment  microphone  electronic_device  chin  forehead  eyebrow  public_speaking  outerwear  technology  dress_shirt"	644	-1	3	0.828331905847014	0.00313911882190814	0.0233248285707643	0.0180401503963711	0.0400094269977771	0.0574765873015459	0.00333847069513518	0.000262018543749459	0.0014778130546287	0.00384095293172138	0.00292969075398305	0.00409089699253375	0.0137381390928681	"Topic1"
"4"	"img_5550296508_10159361700171509.jpg"	"        audio_equipment  microphone  nose  cheek  hairstyle  electronic_device  chin  forehead  collar  eyebrow"	1690	-1	4	0.722738461970652	0.00311863453637773	0.0314110247445543	0.0270995579488681	0.0551567341512088	0.102636911448495	0.00959042739217546	0.000548621595377392	0.00398428946373979	0.00658238034361873	0.00529870070137492	0.0110817426095977	0.0207525130939597	"Topic1"
"5"	"img_95475020353_10156650339330354.jpg"	"        audio_equipment  nose  microphone  finger  forehead  electronic_device  public_speaking  technology  wrist  speech"	521	1	5	0.628694766391997	0.00343037139692673	0.0297567572421508	0.162494430997192	0.0518213518971727	0.0641529930346976	0.00723064532937983	0.000306807540980562	0.00224123125926039	0.0139674494670169	0.00617242854509907	0.0113684085845226	0.0183623583136039	"Topic1"
"6"	"img_155869377766434_1223594460993915.jpg"	"        automotive_lighting  automotive_exterior  automotive_mirror  vehicle_door  grass  tints_and_shades  glass  auto_part  chair  tail"	427	-1	6	0.0206104785548211	0.66660155240962	0.0159006402024581	0.0107562522713329	0.0639194485516139	0.00598840306149687	0.0181334897719468	0.0433016081638647	0.0500446426180064	0.0278730984654947	0.0263322450645047	0.0303622816640341	0.0201758592008061	"Topic2"
"7"	"img_5281959998_10151535677454999.jpg"	"        ball  sportswear  sports_uniform  basketball  sport_venue  sports_equipment  jersey  basketball_player  ball_game  joint"	1319	-1	7	0.00575574183148271	0.0104707869899248	0.0134457931930391	0.0125428948795858	0.00747213531058512	0.0158675713688669	0.019481638762525	0.00705645904567541	0.0121345107931711	0.0156983678321156	0.829186091266187	0.011731226785579	0.0391567819412624	"Topic11"
"8"	"img_95475020353_10166020903560354.jpg"	"        bicycle_tire  bicycle_wheel  bicycle_frame  bicycles--equipment_and_supplies  helmet  bicycle_handlebar  bicycle  bicycle_helmet  bicycle_wheel_rim  bicycle_part"	2202	1	8	0.00480369923761562	0.895162938950592	0.0106399916573009	0.00297756129364389	0.00360638438509434	0.00188044640315229	0.00815990590798907	0.0192631858421718	0.00903813331069098	0.0171903361422146	0.0113058426622311	0.0098974745632457	0.00607409964405746	"Topic2"
"9"	"img_106547192707583_2698894503472826.jpg"	"        blue  finger  lip  cheek  skin  chin  forehead  eyebrow  electric_blue  facial_expression"	1662	1	9	0.0691864462306609	0.00268147649199107	0.0304962223108133	0.106760211017819	0.0264524432330487	0.368180869175304	0.0298082977305092	0.00136519356427288	0.0111688693771201	0.0422383249791131	0.01227376885995	0.259158616659827	0.040229260369571	"Topic6"
"10"	"img_140738092630206_3475106292526686.jpg"	"        blue  red  majorelle_blue  electric_blue  azure  world  cobalt_blue  symbol"	2194	1	10	0.00464284320687817	0.0123332975452645	0.00790445963102696	0.0181365268502672	0.00701702367066953	0.0202068724015279	0.0236559869064298	0.00761389430333102	0.0194087102867703	0.0277059158026178	0.00905885982526724	0.829268551861239	0.0130470577087113	"Topic12"
"11"	"img_155869377766434_1315482385138455.jpg"	"        blue  text  pink  font  world  aqua  turquoise  peach  writing  calligraphy"	557	-1	11	0.00594958685091391	0.00795664766810636	0.0060172352165027	0.018559646496423	0.0146203564365159	0.0211172807158451	0.0200827166098545	0.00597311546476553	0.0142397790684745	0.0187255122122942	0.00495642335546321	0.84621468907656	0.0155870108282812	"Topic12"
