"file"	"tokens"	"date"	"bias"	"doc_num"	"Topic1"	"Topic2"	"Topic3"	"Topic4"	"Topic5"	"Topic6"	"Topic7"	"Topic8"	"Topic9"	"Topic10"	"Topic"	"topic_sum"	"include"
"1"	"img_10606591490_10157709016391491.jpg"	"        art  illustration  poster  fiction  visual_arts  painting  symbol  graphic_design  drawing  graphics"	2138	-1	1	0.0221070199802887	0	0	0	0	0	0	0	0	0	"Topic8"	0.0221070199802887	0
"2"	"img_95475020353_10165433458770354.jpg"	"        audio_equipment  microphone  chin  forehead  coat  dress_shirt  collar  flag  outerwear  suit"	2118	1	2	0.0453609122783411	0	0	0	0	0	0	0	0	0	"Topic3"	0.0453609122783411	0
"3"	"img_10018702564_10154705572167565.jpg"	"        audio_equipment  microphone  electronic_device  chin  forehead  eyebrow  public_speaking  outerwear  technology  dress_shirt"	644	-1	3	0.0234428888633274	0	0	0	0	0	0	0	0	0	"Topic2"	0.0234428888633274	0
"4"	"img_5550296508_10159361700171509.jpg"	"        audio_equipment  microphone  nose  cheek  hairstyle  electronic_device  chin  forehead  collar  eyebrow"	1690	-1	4	0.0255444731615166	0	0	0	0	0	0	0	0	0	"Topic2"	0.0255444731615166	0
"5"	"img_95475020353_10156650339330354.jpg"	"        audio_equipment  nose  microphone  finger  forehead  electronic_device  public_speaking  technology  wrist  speech"	521	1	5	0.0242962884318213	0.746224413905558	0	0	0	0	0	0	0	0	"Topic2"	0.770520702337379	1
"6"	"img_155869377766434_1223594460993915.jpg"	"        automotive_lighting  automotive_exterior  automotive_mirror  vehicle_door  grass  tints_and_shades  glass  auto_part  chair  tail"	427	-1	6	0.0384965919223571	0	0	0	0	0.757033561499563	0	0	0	0	"Topic6"	0.79553015342192	1
"7"	"img_5281959998_10151535677454999.jpg"	"        ball  sportswear  sports_uniform  basketball  sport_venue  sports_equipment  jersey  basketball_player  ball_game  joint"	1319	-1	7	0.0204866551057636	0	0	0	0	0.859708407875554	0	0	0	0	"Topic6"	0.880195062981318	1
"8"	"img_95475020353_10166020903560354.jpg"	"        bicycle_tire  bicycle_wheel  bicycle_frame  bicycles--equipment_and_supplies  helmet  bicycle_handlebar  bicycle  bicycle_helmet  bicycle_wheel_rim  bicycle_part"	2202	1	8	0.122830733024418	0	0	0	0	0	0	0	0	0	"Topic5"	0.122830733024418	0
"9"	"img_106547192707583_2698894503472826.jpg"	"        blue  finger  lip  cheek  skin  chin  forehead  eyebrow  electric_blue  facial_expression"	1662	1	9	0.0442246523489027	0	0	0	0	0	0	0	0	0	"Topic10"	0.0442246523489027	0
"10"	"img_140738092630206_3475106292526686.jpg"	"        blue  red  majorelle_blue  electric_blue  azure  world  cobalt_blue  symbol"	2194	1	10	0.0396863456330481	0	0	0.804845817858098	0	0	0	0	0	0	"Topic4"	0.844532163491146	1
"11"	"img_155869377766434_1315482385138455.jpg"	"        blue  text  pink  font  world  aqua  turquoise  peach  writing  calligraphy"	557	-1	11	0.0370354730731499	0	0	0.74924352426545	0	0	0	0	0	0	"Topic4"	0.7862789973386	1
"12"	"img_10018702564_10153445959322565.jpg"	"        blue  yellow  colorfulness  red  orange  black  world  map  design  atlas"	115	-1	12	0.0312856203327634	0	0	0.821799498052904	0	0	0	0	0	0	"Topic4"	0.853085118385667	1
"13"	"img_26423400230_10163542674665231.jpg"	"        brown  amber  font  orange  world  flag  advertising  heat  graphic_design  fire"	2116	-1	13	0.0403745496516812	0	0	0	0	0	0	0	0	0	"Topic4"	0.0403745496516812	0
"14"	"img_1435071773455316_2532361067059709.jpg"	"        brown  iron  chain  rust  metal  beige  tan  still_life_photography  natural_material  bronze"	2131	1	14	0.0304576986488096	0	0	0	0	0	0	0	0	0	"Topic8"	0.0304576986488096	0
"15"	"img_8304333127_10155757826293128.jpg"	"        cap  collar  police  uniform  street_fashion  law_enforcement  baseball_cap  security  police_officer  pocket"	962	0	15	0.463750452523515	0	0	0	0	0	0	0	0	0	"Topic1"	0.463750452523515	0
"16"	"img_6250307292_10154175081497293.jpg"	"        cap  comfort  sitting  candle_holder  fur  couch  living_room  beanie  costume_hat  portrait"	770	-1	16	0.281245730909037	0	0	0	0	0	0	0	0	0	"Topic9"	0.281245730909037	0
"17"	"img_5281959998_10151132323829999.jpg"	"        cap  human_body  denim  jeans  bag  hat  luggage_and_bags  baseball_cap  street_fashion  waist"	961	-1	17	0.0620688416284027	0	0	0	0.764391303915457	0	0	0	0	0	"Topic5"	0.826460145543859	1
"18"	"img_140738092630206_3344421595595157.jpg"	"        car  land_vehicle  vehicle  tire  wheel  automotive_tire  hood  motor_vehicle  automotive_design  automotive_lighting"	2152	1	18	0.0214328414535853	0	0	0	0	0.877145959842077	0	0	0	0	"Topic6"	0.898578801295662	1
"19"	"img_140738092630206_3304467436257240.jpg"	"        car  vehicle  motor_vehicle  automotive_lighting  tire  hood  wheel  automotive_tail_&_brake_light  automotive_tire  automotive_design"	2138	1	19	0.0213630911203017	0	0	0	0	0.87273344832636	0	0	0	0	"Topic6"	0.894096539446662	1
"20"	"img_140738092630206_3349088838461766.jpg"	"        car  vehicle  wheel  automotive_tail_&_brake_light  tire  motor_vehicle  automotive_lighting  asphalt  mode_of_transport  tree"	2153	1	20	0.0306593221205596	0	0	0	0	0.737136999101365	0	0	0	0	"Topic6"	0.767796321221924	1
"21"	"img_10018702564_10153471812657565.jpg"	"        cheek  finger  interaction  comfort  love  gesture  hug  thumb  fur  glove"	125	-1	21	0.261706942876271	0	0	0	0	0	0	0	0	0	"Topic9"	0.261706942876271	0
"22"	"img_26423400230_10158791888345231.jpg"	"        cheek  hairstyle  chin  forehead  eyebrow  collar  style  jaw  iris  eyelash"	1042	-1	22	0.0283697533175049	0	0	0	0	0	0	0	0	0	"Topic10"	0.0283697533175049	0
"23"	"img_95475020353_10165688552290354.jpg"	"        cheek  hairstyle  collar  chin  dress_shirt  forehead  eyebrow  outerwear  formal_wear  iris"	2150	1	23	0.0305294070386642	0	0	0	0	0	0	0	0	0	"Topic3"	0.0305294070386642	0
"24"	"img_7382473689_10158737784068690.jpg"	"        cheek  people  fun  yellow  hairstyle  skin  chin  social_group  forehead  eyebrow"	2059	-1	24	0.309225399064036	0	0	0	0	0	0	0	0	0	"Topic1"	0.309225399064036	0
"25"	"img_1435071773455316_2337501853212299.jpg"	"        christmas_decoration  event  christmas_ornament  christmas_tree  holiday_ornament  holiday  interior_design  christmas  ornament  tradition"	1933	1	25	0.188166835123213	0	0	0	0	0	0	0	0	0	"Topic7"	0.188166835123213	0
"26"	"img_1435071773455316_2613334095629072.jpg"	"        clothing  audio_equipment  microphone  dress_shirt  hairstyle  collar  chin  forehead  eyebrow  electronic_device"	2206	1	26	0.0348405405577317	0	0	0	0	0	0	0	0	0	"Topic2"	0.0348405405577317	0
"27"	"img_20446254070_10157784282309071.jpg"	"        clothing  dress_shirt  collar  chin  forehead  eyebrow  shirt  coat  suit  outerwear"	2121	-1	27	0.0179454259473698	0	0	0	0	0	0	0	0	0	"Topic3"	0.0179454259473698	0
"28"	"img_13652355666_10154853981780667.jpg"	"        clothing  ear  audio_equipment  cheek  dress_shirt  skin  chin  collar  forehead  microphone"	1011	-1	28	0.0259745679291993	0	0	0	0	0	0	0	0	0	"Topic10"	0.0259745679291993	0
"29"	"img_131459315949_10152903698315950.jpg"	"        clothing  ear  lip  cheek  hairstyle  dress_shirt  collar  chin  forehead  eyebrow"	297	-1	29	0.030091408375355	0	0	0	0	0	0	0	0	0	"Topic3"	0.030091408375355	0
"30"	"img_95475020353_10165678632100354.jpg"	"        clothing  eyewear  cap  nose  vision_care  glasses  facial_hair  goggles  sunglasses  uniform"	2148	1	30	0.0908553290828574	0	0	0	0	0	0	0	0	0	"Topic10"	0.0908553290828574	0
"31"	"img_6250307292_10160203270497293.jpg"	"        clothing  eyewear  glasses  audio_equipment  microphone  vision_care  dress_shirt  chin  forehead  electronic_device"	2184	-1	31	0.0243567852933834	0	0	0	0	0	0	0	0	0	"Topic10"	0.0243567852933834	0
"32"	"img_95475020353_10157234065980354.jpg"	"        clothing  eyewear  glasses  ear  vision_care  lip  cheek  skin  chin  facial_hair"	655	1	32	0.0247586817341912	0	0	0	0	0	0	0	0	0.733436449429071	"Topic10"	0.758195131163262	1
"33"	"img_40656699159_10158165586129160.jpg"	"        clothing  eyewear  glasses  vision_care  cheek  hairstyle  collar  chin  forehead  eyebrow"	2201	1	33	0.0388544829761223	0	0	0	0	0	0	0	0	0	"Topic10"	0.0388544829761223	0
"34"	"img_106547192707583_3773541412674791.jpg"	"        clothing  footwear  trousers  photograph  outerwear  style  urban_area  pedestrian  street_fashion  crowd"	2149	1	34	0.120581004225404	0	0	0	0	0	0	0	0	0	"Topic5"	0.120581004225404	0
"35"	"img_268914272540_10157292735177541.jpg"	"        clothing  human  hairstyle  sleeve  chin  facial_hair  mammal  facial_expression  style  afro"	2131	-1	35	0.0482187981763346	0	0	0	0	0	0	0	0	0	"Topic3"	0.0482187981763346	0
"36"	"img_37763684202_10158730114024203.jpg"	"        clothing  motor_vehicle  mode_of_transport  human  crowd  people  transport  vehicle  road  land_vehicle"	2112	-1	36	0.0414937304009938	0	0	0	0	0	0	0	0	0	"Topic6"	0.0414937304009938	0
"37"	"img_95475020353_10165482303560354.jpg"	"        clothing  people  hairstyle  dress_shirt  facial_hair  forehead  eyebrow  collar  coat  formal_wear"	2124	1	37	0.0268477876541984	0	0	0	0	0	0	0	0	0	"Topic3"	0.0268477876541984	0
